"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Average Journal Impact Factor Percentile
363,ALLERGY,ALLERGY,7.361,90.658
364,Perspectives on Psychological Science,PERSPECT PSYCHOL SCI,7.359,95.736
365,CURRENT OPINION IN PLANT BIOLOGY,CURR OPIN PLANT BIOL,7.357,96.462
366,Nano Research,NANO RES,7.354,88.707
367,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,J NEUROL NEUROSUR PS,7.349,95.606
368,Stem Cell Reports,STEM CELL REP,7.338,86.021
369,Molecular Ecology Resources,MOL ECOL RESOUR,7.332,92.775
370,NEW PHYTOLOGIST,NEW PHYTOL,7.330,95.991
371,Annual Review of Food Science and Technology,ANNU REV FOOD SCI T,7.310,99.615
372,BIOINFORMATICS,BIOINFORMATICS,7.307,95.440
373,RADIOLOGY,RADIOLOGY,7.296,98.819
374,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,ALIMENT PHARM THER,7.286,92.577
375,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,B AM METEOROL SOC,7.281,98.235
376,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,EUR J NUCL MED MOL I,7.277,98.031
377,MIS QUARTERLY,MIS QUART,7.268,98.060
377,MIS QUARTERLY,MIS QUART,7.268,98.060
379,CLINICAL PHARMACOLOGY & THERAPEUTICS,CLIN PHARMACOL THER,7.266,95.525
380,Health Psychology Review,HEALTH PSYCHOL REV,7.241,97.934
381,IEEE NETWORK,IEEE NETWORK,7.230,95.961
382,ChemSusChem,CHEMSUSCHEM,7.226,89.492
382,EUROPEAN JOURNAL OF EPIDEMIOLOGY,EUR J EPIDEMIOL,7.226,96.875
384,ADVANCES IN COLLOID AND INTERFACE SCIENCE,ADV COLLOID INTERFAC,7.223,87.329
385,Eurosurveillance,EUROSURVEILLANCE,7.202,94.643
386,APPLIED ENERGY,APPL ENERG,7.182,95.715
387,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,IEEE T IND ELECTRON,7.168,97.972
388,EPIDEMIOLOGIC REVIEWS,EPIDEMIOL REV,7.160,96.307
389,IEEE TRANSACTIONS ON POWER ELECTRONICS,IEEE T POWER ELECTR,7.151,95.229
390,Lancet Haematology,LANCET HAEMATOL,7.123,93.571
391,JOURNAL OF HEART AND LUNG TRANSPLANTATION,J HEART LUNG TRANSPL,7.114,95.264
392,ENVIRONMENT INTERNATIONAL,ENVIRON INT,7.088,97.162
393,MOVEMENT DISORDERS,MOVEMENT DISORD,7.072,93.557
394,Genome Medicine,GENOME MED,7.071,92.515
395,Clinical Epidemiology,CLIN EPIDEMIOL,7.056,95.739
396,EARTH-SCIENCE REVIEWS,EARTH-SCI REV,7.051,98.670
397,CRITICAL CARE MEDICINE,CRIT CARE MED,7.050,89.394
398,Conservation Letters,CONSERV LETT,7.020,97.222
399,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,J AM ACAD DERMATOL,7.002,99.206
400,Oceanography and Marine Biology,OCEANOGR MAR BIOL,7.000,98.095
401,EUROPEAN JOURNAL OF HEART FAILURE,EUR J HEART FAIL,6.968,91.667
402,GONDWANA RESEARCH,GONDWANA RES,6.959,98.138
403,mBio,MBIO,6.956,91.600
404,JOURNAL OF INFORMATION TECHNOLOGY,J INF TECHNOL,6.953,97.039
404,JOURNAL OF INFORMATION TECHNOLOGY,J INF TECHNOL,6.953,97.039
406,Comprehensive Physiology,COMPR PHYSIOL,6.949,95.833
407,WATER RESEARCH,WATER RES,6.942,97.698
408,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,6.938,87.546
409,2D Materials,2D MATER,6.937,90.727
410,CURRENT OPINION IN STRUCTURAL BIOLOGY,CURR OPIN STRUC BIOL,6.932,86.797
411,AMERICAN JOURNAL OF CLINICAL NUTRITION,AM J CLIN NUTR,6.926,96.914
412,Arthritis & Rheumatology,ARTHRITIS RHEUMATOL,6.918,91.667
413,JOURNAL OF PATHOLOGY,J PATHOL,6.894,93.464
414,Advanced Optical Materials,ADV OPT MATER,6.875,92.193
415,GigaScience,GIGASCIENCE,6.871,91.406
416,HYPERTENSION,HYPERTENSION,6.857,96.032
417,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,J AM SOC ECHOCARDIOG,6.852,90.873
418,JOURNAL OF SERVICE RESEARCH,J SERV RES-US,6.847,97.107
419,JOURNAL OF CATALYSIS,J CATAL,6.844,91.655
420,SPORTS MEDICINE,SPORTS MED,6.832,98.148
421,Science Signaling,SCI SIGNAL,6.830,86.361
422,CRITICAL REVIEWS IN PLANT SCIENCES,CRIT REV PLANT SCI,6.825,95.519
423,Circulation-Cardiovascular Imaging,CIRC-CARDIOVASC IMAG,6.803,93.662
424,Advances in Catalysis,ADV CATAL,6.800,85.959
425,Molecular Metabolism,MOL METAB,6.799,92.391
426,CYTOKINE & GROWTH FACTOR REVIEWS,CYTOKINE GROWTH F R,6.794,85.926
427,ACTA PSYCHIATRICA SCANDINAVICA,ACTA PSYCHIAT SCAND,6.790,94.317
427,ACTA PSYCHIATRICA SCANDINAVICA,ACTA PSYCHIAT SCAND,6.790,94.317
429,CANADIAN MEDICAL ASSOCIATION JOURNAL,CAN MED ASSOC J,6.784,93.226
430,Molecular Neurodegeneration,MOL NEURODEGENER,6.780,92.857
431,BMC BIOLOGY,BMC BIOL,6.779,94.706
432,IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,6.764,98.312
433,ACS Photonics,ACS PHOTONICS,6.756,87.129
434,Geochemical Perspectives,GEOCHEM PERSPECT,6.750,97.024
435,ACM COMPUTING SURVEYS,ACM COMPUT SURV,6.748,98.558
436,CHEMISTRY & BIOLOGY,CHEM BIOL,6.743,89.138
437,PROGRESS IN PHOTOVOLTAICS,PROG PHOTOVOLTAICS,6.726,90.474
438,DIABETES OBESITY & METABOLISM,DIABETES OBES METAB,6.715,91.667
439,AGING CELL,AGING CELL,6.714,89.390
440,Earth System Science Data,EARTH SYST SCI DATA,6.696,97.333
441,MOLECULAR THERAPY,MOL THER,6.688,92.696
442,MAYO CLINIC PROCEEDINGS,MAYO CLIN PROC,6.686,92.581
443,AMERICAN PSYCHOLOGIST,AM PSYCHOL,6.681,94.961
444,CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,CRIT REV THER DRUG,6.667,95.136
445,QUARTERLY JOURNAL OF ECONOMICS,Q J ECON,6.662,99.856
446,JOURNAL OF NUCLEAR MEDICINE,J NUCL MED,6.646,96.457
447,IEEE Transactions on Smart Grid,IEEE T SMART GRID,6.645,94.847
448,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,CRIT REV BIOCHEM MOL,6.639,88.793
449,CURRENT OPINION IN MICROBIOLOGY,CURR OPIN MICROBIOL,6.635,90.800
450,BRAIN PATHOLOGY,BRAIN PATHOL,6.624,93.694
451,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,SEMIN CELL DEV BIOL,6.614,86.390
452,PLoS Pathogens,PLOS PATHOG,6.608,93.807
453,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,6.607,93.294
454,Circulation-Cardiovascular Interventions,CIRC-CARDIOVASC INTE,6.598,89.286
455,Journal of Thoracic Oncology,J THORAC ONCOL,6.595,90.155
456,ORGANIC LETTERS,ORG LETT,6.579,95.763
457,CEREBRAL CORTEX,CEREB CORTEX,6.559,92.085
458,BRITISH JOURNAL OF SPORTS MEDICINE,BRIT J SPORT MED,6.557,96.914
459,CRITICAL REVIEWS IN BIOTECHNOLOGY,CRIT REV BIOTECHNOL,6.542,92.188
460,MOLECULAR & CELLULAR PROTEOMICS,MOL CELL PROTEOMICS,6.540,94.231
461,INTERNATIONAL JOURNAL OF CANCER,INT J CANCER,6.513,89.171
462,GASTROINTESTINAL ENDOSCOPY,GASTROINTEST ENDOSC,6.501,87.975
463,Polymer Reviews,POLYM REV,6.459,98.256
464,PLANT PHYSIOLOGY,PLANT PHYSIOL,6.456,95.047
465,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,CRIT REV SOLID STATE,6.455,83.815
466,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,J AM ACAD CHILD PSY,6.442,96.314
466,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,J AM ACAD CHILD PSY,6.442,96.314
468,AMERICAN JOURNAL OF BIOETHICS,AM J BIOETHICS,6.434,98.356
468,AMERICAN JOURNAL OF BIOETHICS,AM J BIOETHICS,6.434,98.356
470,Frontiers in Immunology,FRONT IMMUNOL,6.429,86.424
471,Nanotoxicology,NANOTOXICOLOGY,6.428,89.190
472,NEUROPSYCHOPHARMACOLOGY,NEUROPSYCHOPHARMACOL,6.403,92.782
473,DRUG DELIVERY,DRUG DELIV,6.402,94.358
474,JOURNAL OF POWER SOURCES,J POWER SOURCES,6.395,90.215
475,Molecular Therapy-Nucleic Acids,MOL THER-NUCL ACIDS,6.392,92.578
476,Nature Reviews Disease Primers,NAT REV DIS PRIMERS,6.389,91.935
477,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,ISPRS J PHOTOGRAMM,6.387,98.102
478,Advances in Immunology,ADV IMMUNOL,6.383,85.762
479,CANCER LETTERS,CANCER LETT,6.375,88.710
480,Circulation-Heart Failure,CIRC-HEART FAIL,6.372,88.492
481,DRUG DISCOVERY TODAY,DRUG DISCOV TODAY,6.369,93.969
482,NEUROPSYCHOLOGY REVIEW,NEUROPSYCHOL REV,6.352,94.210
482,NEUROPSYCHOLOGY REVIEW,NEUROPSYCHOL REV,6.352,94.210
484,Journal of Hematology & Oncology,J HEMATOL ONCOL,6.350,89.482
485,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,6.347,92.541
485,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,6.347,92.541
487,BREAST CANCER RESEARCH,BREAST CANCER RES,6.345,87.788
488,IEEE Computational Intelligence Magazine,IEEE COMPUT INTELL M,6.343,95.865
489,BLOOD REVIEWS,BLOOD REV,6.342,89.286
490,ANTIOXIDANTS & REDOX SIGNALING,ANTIOXID REDOX SIGN,6.337,89.695
490,CARBON,CARBON,6.337,86.567
490,Redox Biology,REDOX BIOL,6.337,88.448
493,International Journal of Neural Systems,INT J NEURAL SYST,6.333,95.113
493,TRENDS IN PARASITOLOGY,TRENDS PARASITOL,6.333,93.056
495,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,GLOBAL ENVIRON CHANG,6.327,98.076
495,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,GLOBAL ENVIRON CHANG,6.327,98.076
497,ANALYTICAL CHEMISTRY,ANAL CHEM,6.320,95.395
498,Acta Biomaterialia,ACTA BIOMATER,6.319,96.104
498,CHEMICAL COMMUNICATIONS,CHEM COMMUN,6.319,86.446
500,Journal of the International AIDS Society,J INT AIDS SOC,6.296,89.276
501,Therapeutic Advances in Medical Oncology,THER ADV MED ONCOL,6.294,87.327
502,JOURNAL OF INVESTIGATIVE DERMATOLOGY,J INVEST DERMATOL,6.287,97.619
503,JOURNAL OF BONE AND MINERAL RESEARCH,J BONE MINER RES,6.284,90.217
504,CRITICAL REVIEWS IN MICROBIOLOGY,CRIT REV MICROBIOL,6.281,89.200
505,JOURNAL OF INFECTIOUS DISEASES,J INFECT DIS,6.273,88.366
506,Annual Review of Environment and Resources,ANNU REV ENV RESOUR,6.268,96.735
506,Annual Review of Environment and Resources,ANNU REV ENV RESOUR,6.268,96.735
508,Advances in Cancer Research,ADV CANCER RES,6.267,86.866
509,REMOTE SENSING OF ENVIRONMENT,REMOTE SENS ENVIRON,6.265,94.824
510,Cochrane Database of Systematic Reviews,COCHRANE DB SYST REV,6.264,91.290
511,JOURNAL OF MEDICINAL CHEMISTRY,J MED CHEM,6.259,95.833
512,EDUCATIONAL PSYCHOLOGIST,EDUC PSYCHOL-US,6.257,99.463
513,ACTA NUMERICA,ACTA NUMER,6.250,99.839
514,BRITISH JOURNAL OF ANAESTHESIA,BRIT J ANAESTH,6.238,98.387
515,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,J CHILD PSYCHOL PSYC,6.226,93.593
515,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,J CHILD PSYCHOL PSYC,6.226,93.593
517,CHEMICAL ENGINEERING JOURNAL,CHEM ENG J,6.216,95.412
518,SEMINARS IN ONCOLOGY,SEMIN ONCOL,6.212,86.406
519,Molecular Cancer,MOL CANCER,6.204,86.852
520,MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,6.202,89.785
521,GLIA,GLIA,6.200,90.927
522,ENVIRONMENTAL SCIENCE & TECHNOLOGY,ENVIRON SCI TECHNOL,6.198,93.918
523,MOLECULAR NEUROBIOLOGY,MOL NEUROBIOL,6.190,90.541
524,INTERNATIONAL JOURNAL OF CARDIOLOGY,INT J CARDIOL,6.189,87.698
525,BMJ Quality & Safety,BMJ QUAL SAF,6.186,98.842
525,BMJ Quality & Safety,BMJ QUAL SAF,6.186,98.842
527,ACS Macro Letters,ACS MACRO LETT,6.185,97.093
528,BRITISH JOURNAL OF CANCER,BRIT J CANCER,6.176,85.484
529,PLANT CELL AND ENVIRONMENT,PLANT CELL ENVIRON,6.173,94.575
530,AMERICAN JOURNAL OF TRANSPLANTATION,AM J TRANSPLANT,6.165,95.858
531,Alzheimers Research & Therapy,ALZHEIMERS RES THER,6.154,91.340
532,CHEST,CHEST,6.147,87.673
533,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,CATAL REV,6.143,83.904
533,NEUROSIGNALS,NEUROSIGNALS,6.143,87.181
535,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,CURR OPIN COLLOID IN,6.136,83.219
536,CURRENT OPINION IN NEUROBIOLOGY,CURR OPIN NEUROBIOL,6.133,89.382
537,Blood Cancer Journal,BLOOD CANCER J,6.126,85.023
538,IEEE Transactions on Neural Networks and Learning Systems,IEEE T NEUR NET LEAR,6.108,95.404
539,ENDOSCOPY,ENDOSCOPY,6.107,91.958
540,PLoS Genetics,PLOS GENET,6.100,90.719
541,MOLECULAR ECOLOGY,MOL ECOL,6.086,89.903
542,DIABETOLOGIA,DIABETOLOGIA,6.080,89.493
543,Brain Stimulation,BRAIN STIMUL,6.078,90.503
544,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,CRIT REV FOOD SCI,6.077,97.263
544,SEPARATION AND PURIFICATION REVIEWS,SEP PURIF REV,6.077,96.190
546,PHYSIOLOGY,PHYSIOLOGY,6.076,94.643
547,CANCER,CANCER-AM CANCER SOC,6.072,84.562
548,JOURNAL OF HAZARDOUS MATERIALS,J HAZARD MATER,6.065,94.986
549,JOURNAL OF HIGH ENERGY PHYSICS,J HIGH ENERGY PHYS,6.063,91.379
550,HEART,HEART,6.059,86.905
551,Environmental Science-Nano,ENVIRON SCI-NANO,6.047,86.994
552,GLOBAL ECOLOGY AND BIOGEOGRAPHY,GLOBAL ECOL BIOGEOGR,6.045,95.365
552,LAB ON A CHIP,LAB CHIP,6.045,86.025
554,JOURNAL OF FINANCE,J FINANC,6.043,99.523
555,JOURNAL OF MEMBRANE SCIENCE,J MEMBRANE SCI,6.035,95.187
556,STROKE,STROKE,6.032,92.176
557,EUROPEAN JOURNAL OF CANCER,EUR J CANCER,6.029,84.101
558,European Heart Journal-Cardiovascular Imaging,EUR HEART J-CARD IMG,5.990,86.111
559,JOURNAL OF NEUROSCIENCE,J NEUROSCI,5.988,88.610
559,Journal of Molecular Cell Biology,J MOL CELL BIOL,5.988,80.263
561,EPIDEMIOLOGY,EPIDEMIOLOGY,5.986,96.789
561,EPIDEMIOLOGY,EPIDEMIOLOGY,5.986,96.789
563,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,COMPR REV FOOD SCI F,5.974,98.077
564,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,5.971,89.879
565,Cell Death & Disease,CELL DEATH DIS,5.965,79.737
566,BRAIN BEHAVIOR AND IMMUNITY,BRAIN BEHAV IMMUN,5.964,85.999
567,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,J GERONTOL A-BIOL,5.957,96.668
567,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,J GERONTOL A-BIOL,5.957,96.668
569,ACS Sustainable Chemistry & Engineering,ACS SUSTAIN CHEM ENG,5.951,89.017
570,ARCHIVES OF TOXICOLOGY,ARCH TOXICOL,5.901,95.109
570,PLANT JOURNAL,PLANT J,5.901,94.104
572,BRITISH JOURNAL OF SURGERY,BRIT J SURG,5.899,96.701
573,Cellular & Molecular Immunology,CELL MOL IMMUNOL,5.897,83.113
574,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,J ACAD MARKET SCI,5.888,96.281
575,CARDIOVASCULAR RESEARCH,CARDIOVASC RES,5.878,85.317
576,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,J INT BUS STUD,5.869,95.794
577,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,PHILOS T R SOC B,5.846,93.529
578,DEVELOPMENT,DEVELOPMENT,5.843,89.024
579,MACROMOLECULES,MACROMOLECULES,5.835,94.767
579,NEUROIMAGE,NEUROIMAGE,5.835,93.312
581,JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,5.830,93.632
582,CURRENT OPINION IN GENETICS & DEVELOPMENT,CURR OPIN GENET DEV,5.825,84.665
583,JAMA Dermatology,JAMA DERMATOL,5.817,96.032
584,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,J TOXICOL ENV HEAL B,5.815,94.097
585,JOURNAL OF ECOLOGY,J ECOL,5.813,93.149
585,Journal of Crohns & Colitis,J CROHNS COLITIS,5.813,85.443
587,Journal of Clinical Lipidology,J CLIN LIPIDOL,5.812,93.580
588,IUCrJ,IUCRJ,5.793,90.098
589,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,CRIT REV ENV SCI TEC,5.790,93.231
590,ADDICTION,ADDICTION,5.789,94.497
590,ADDICTION,ADDICTION,5.789,94.497
590,Journal of Supply Chain Management,J SUPPLY CHAIN MANAG,5.789,95.619
593,CELLULAR AND MOLECULAR LIFE SCIENCES,CELL MOL LIFE SCI,5.788,82.532
594,COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,COMPUT-AIDED CIV INF,5.786,98.532
595,ANESTHESIOLOGY,ANESTHESIOLOGY,5.785,95.161
596,METABOLISM-CLINICAL AND EXPERIMENTAL,METABOLISM,5.777,88.768
597,PROGRESS IN HUMAN GEOGRAPHY,PROG HUM GEOG,5.776,98.101
598,Journal of the American Medical Directors Association,J AM MED DIR ASSOC,5.775,92.857
599,JOURNAL OF BUSINESS VENTURING,J BUS VENTURING,5.774,94.628
600,Catalysis Science & Technology,CATAL SCI TECHNOL,5.773,81.849
601,MOLECULAR CANCER THERAPEUTICS,MOL CANCER THER,5.764,83.641
602,WILDLIFE MONOGRAPHS,WILDLIFE MONOGR,5.750,96.088
603,TRANSFUSION MEDICINE REVIEWS,TRANSFUS MED REV,5.745,87.857
604,MODERN PATHOLOGY,MODERN PATHOL,5.728,94.304
605,JOURNAL OF ECONOMIC PERSPECTIVES,J ECON PERSPECT,5.727,99.280
606,Acta Crystallographica A-Foundation and Advances,ACTA CRYSTALLOGR A,5.725,88.832
607,Nanomedicine-Nanotechnology Biology and Medicine,NANOMED-NANOTECHNOL,5.720,85.266
608,JOURNAL OF CLEANER PRODUCTION,J CLEAN PROD,5.715,89.018
609,Social Issues and Policy Review,SOC ISS POLICY REV,5.714,96.961
610,Methods in Ecology and Evolution,METHODS ECOL EVOL,5.708,91.830
611,PEDIATRICS,PEDIATRICS,5.705,97.934
612,INTERNATIONAL JOURNAL OF PLASTICITY,INT J PLASTICITY,5.702,94.928
613,MOLECULAR ASPECTS OF MEDICINE,MOL ASPECTS MED,5.686,88.525
614,IEEE TRANSACTIONS ON POWER SYSTEMS,IEEE T POWER SYST,5.680,94.084
614,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,J MOL CELL CARDIOL,5.680,81.341
616,AMERICAN JOURNAL OF SPORTS MEDICINE,AM J SPORT MED,5.673,97.511
617,Evolutionary Applications,EVOL APPL,5.671,86.458
618,BRITISH JOURNAL OF HAEMATOLOGY,BRIT J HAEMATOL,5.670,86.429
619,Information Fusion,INFORM FUSION,5.667,95.122
619,PSYCHOLOGICAL SCIENCE,PSYCHOL SCI,5.667,94.186
621,Expert Opinion on Drug Delivery,EXPERT OPIN DRUG DEL,5.657,93.191
622,BIORESOURCE TECHNOLOGY,BIORESOURCE TECHNOL,5.651,92.917
623,Advances in Experimental Social Psychology,ADV EXP SOC PSYCHOL,5.650,97.091
624,ADVANCED SYNTHESIS & CATALYSIS,ADV SYNTH CATAL,5.646,95.992
625,FUNCTIONAL ECOLOGY,FUNCT ECOL,5.630,91.176
626,THROMBOSIS AND HAEMOSTASIS,THROMB HAEMOSTASIS,5.627,88.135
627,Epilepsy Currents,EPILEPSY CURR,5.625,90.979
627,JAMA Ophthalmology,JAMA OPHTHALMOL,5.625,95.763
629,FREE RADICAL BIOLOGY AND MEDICINE,FREE RADICAL BIO MED,5.606,86.867
630,Artificial Cells Nanomedicine and Biotechnology,ARTIF CELL NANOMED B,5.605,92.939
630,Emerging Microbes & Infections,EMERG MICROBES INFEC,5.605,85.025
632,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,J CARDIOVASC MAGN R,5.601,89.306
633,AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,AM J MED GENET C,5.600,89.521
634,STEM CELLS,STEM CELLS,5.599,83.606
635,Kidney International Supplements,KIDNEY INT SUPPL,5.593,91.558
636,Advances in Applied Microbiology,ADV APPL MICROBIOL,5.590,88.244
637,ENERGY CONVERSION AND MANAGEMENT,ENERG CONVERS MANAGE,5.589,94.819
638,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,INT J MANAG REV,5.578,94.452
639,Journal of Stroke,J STROKE,5.576,90.073
640,Annual Review of Chemical and Biomolecular Engineering,ANNU REV CHEM BIOMOL,5.571,94.745
641,Journal of Environmental Informatics,J ENVIRON INFORM,5.562,92.358
642,AMERICAN JOURNAL OF MEDICINE,AM J MED,5.550,90.645
643,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,BBA-MOL CELL BIOL L,5.547,84.059
644,ASTROPHYSICAL JOURNAL,ASTROPHYS J,5.533,89.683
645,DESALINATION,DESALINATION,5.527,95.259
646,Astrophysical Journal Letters,ASTROPHYS J LETT,5.522,88.095
647,THYROID,THYROID,5.515,87.319
648,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,MUTAT RES-REV MUTAT,5.500,90.306
648,SEMINARS IN LIVER DISEASE,SEMIN LIVER DIS,5.500,84.177
650,FASEB JOURNAL,FASEB J,5.498,84.644
651,BRITISH JOURNAL OF PHARMACOLOGY,BRIT J PHARMACOL,5.491,92.802
652,INTERNATIONAL JOURNAL OF OBESITY,INT J OBESITY,5.487,90.519
653,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,BBA-MOL BASIS DIS,5.476,86.506
654,TOBACCO CONTROL,TOB CONTROL,5.469,95.902
654,TOBACCO CONTROL,TOB CONTROL,5.469,95.902
656,Advances in Organometallic Chemistry,ADV ORGANOMET CHEM,5.462,94.556
657,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,J CLIN ENDOCR METAB,5.455,85.870
658,Gastric Cancer,GASTRIC CANCER,5.454,82.815
659,AUTOMATICA,AUTOMATICA,5.451,94.768
659,JOURNAL OF MEDICAL GENETICS,J MED GENET,5.451,88.323
661,PAIN,PAIN,5.445,89.779
662,REVIEWS IN MEDICAL VIROLOGY,REV MED VIROL,5.439,92.647
663,Advances in Genetics,ADV GENET,5.431,87.725
664,Physics of the Dark Universe,PHYS DARK UNIVERSE,5.425,86.508
665,Circulation-Arrhythmia and Electrophysiology,CIRC-ARRHYTHMIA ELEC,5.410,82.937
666,Annual Review of Sociology,ANNU REV SOCIOL,5.404,99.650
666,DNA RESEARCH,DNA RES,5.404,87.126
668,SENSORS AND ACTUATORS B-CHEMICAL,SENSOR ACTUAT B-CHEM,5.401,93.852
669,ENVIRONMENTAL MICROBIOLOGY,ENVIRON MICROBIOL,5.395,86.000
670,ACS Synthetic Biology,ACS SYNTH BIOL,5.382,91.667
671,BIOSCIENCE,BIOSCIENCE,5.378,91.176
672,Polymer Chemistry,POLYM CHEM-UK,5.375,93.605
673,Protein & Cell,PROTEIN CELL,5.374,76.053
674,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,AM J SURG PATHOL,5.363,94.615
674,CURRENT OPINION IN PHARMACOLOGY,CURR OPIN PHARMACOL,5.363,92.412
676,CRITICAL CARE,CRIT CARE,5.358,83.333
677,SEMINARS IN RADIATION ONCOLOGY,SEMIN RADIAT ONCOL,5.356,88.176
678,ANNALS OF EMERGENCY MEDICINE,ANN EMERG MED,5.352,97.917
679,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,NEUROPATH APPL NEURO,5.347,89.424
680,ECONOMIC GEOGRAPHY,ECON GEOGR,5.344,97.913
681,CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,CRIT REV CL LAB SCI,5.340,95.000
681,HUMAN MOLECULAR GENETICS,HUM MOL GENET,5.340,85.419
683,ATMOSPHERIC CHEMISTRY AND PHYSICS,ATMOS CHEM PHYS,5.318,95.882
683,JOURNAL OF MARKETING,J MARKETING,5.318,92.975
685,CHEMISTRY-A EUROPEAN JOURNAL,CHEM-EUR J,5.317,82.831
685,Journal of Allergy and Clinical Immunology-In Practice,J ALLER CL IMM-PRACT,5.317,86.086
687,Molecular Oncology,MOL ONCOL,5.314,81.797
688,Environmental Science & Technology Letters,ENVIRON SCI TECH LET,5.308,89.328
689,BASIC RESEARCH IN CARDIOLOGY,BASIC RES CARDIOL,5.306,82.143
690,ACTA MATERIALIA,ACTA MATER,5.301,93.389
690,IEEE Journal of Selected Topics in Signal Processing,IEEE J-STSP,5.301,93.321
690,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,INT J ROBOT RES,5.301,94.231
690,JOURNAL OF APPLIED ECOLOGY,J APPL ECOL,5.301,92.947
694,EUROPEAN PHYSICAL JOURNAL C,EUR PHYS J C,5.297,87.931
695,Seminars in Immunopathology,SEMIN IMMUNOPATHOL,5.296,85.816
696,EPILEPSIA,EPILEPSIA,5.295,88.918
697,CLINICAL MICROBIOLOGY AND INFECTION,CLIN MICROBIOL INFEC,5.292,88.136
698,JOURNAL OF CLINICAL PSYCHIATRY,J CLIN PSYCHIAT,5.291,92.364
698,JOURNAL OF CLINICAL PSYCHIATRY,J CLIN PSYCHIAT,5.291,92.364
698,NUTRITION REVIEWS,NUTR REV,5.291,93.210
701,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,J THROMB HAEMOST,5.287,85.119
701,NEURAL NETWORKS,NEURAL NETWORKS,5.287,89.768
